question,contexts,ground_truth,evolution_type,metadata,episode_done
"Which pests cause drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, and leaves remaining green while only pods turn yellow to brown in soybean crops?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_pest_treatements PestTreatements pest_name': 'White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, leaves remain green while only pods turn yellow to brown', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Imidachloprid, Chlorpyrifos, Thichloprid, Profenophos, Betacyfluthrin + Imidacloprid, Thiamethoxam + Lambda Cyhalothrin, Flubendiamide', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '1.25 ml/kg seed, 16 kg/ha, 750 ml/ha, 1250 ml/ha, 350 ml/ha, 125 ml/ha, 150 ml/ha', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'Seed treatment, Soil application, Spray'}""]","White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle",reasoning,[{}],True
"What is the name of the crop with the variety ""NRC 86"" recommended for sowing in the Central Zone throughout the year?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2015-12-31'}""]",Soybean,reasoning,[{}],True
What is the recommended seed variety for soybean in Madhya Pradesh that meets the specified criteria?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 93-05'}""]",JS 93-05,reasoning,[{}],True
What are the guidelines for storing soybean bags to maintain seed viability?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_types CropType name': 'Soybean', 'Crop has_types CropType used_for': 'Food and Feed'}""]","The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.",reasoning,[{}],True
What is the minimum germination rate for soybean seeds according to the test requirements?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_types CropType name': 'Soybean', 'Crop has_types CropType used_for': 'Food, Feed, Oil'}""]",Seeds should have a germination rate of at least 80%,reasoning,[{}],True
"Why is it important to check the germination status of soybean seeds before sowing, given the recommended sowing time in the Southern zone and the minimum germination requirement for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '15th June', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '30th June'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",reasoning,[{}],True
Which pesticide is recommended for controlling the tobacco caterpillar in soybean crops during the larval stage?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Tobacco caterpillar', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Defoliation, webbing and frass', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Quinalphos', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '2 ml per litre of water', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'Larval stage'}""]",Quinalphos,reasoning,[{}],True
What is the recommended germination percentage for soybean crops and why is it important for yield?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Various', 'Crop weed_management_needs_are weed_types': 'Broadleaf weeds'}""]",Minimum 70% germination is essential for soybean crops. It is important for yield because it ensures optimum plant population and thereby good yield.,reasoning,[{}],True
"What are the various uses of soybean as a crop, including its germination, harvesting, storage, types, and uses?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_types CropType name': 'Soybean', 'Crop has_types CropType used_for': 'Food, Feed, Oil'}""]","Soybean is used as a crop for food, feed, and oil. Its seed germination test requirements are that the seeds should have a germination rate of at least 80%. The crop should be harvested when 85-90% of the pods have turned brown and lost their green color, and the moisture content of the seeds should be around 10-12%. For storage, soybean should be stored in a cool, dry place, and hermetic storage bags can be used for long-term storage.",reasoning,[{}],True
What is the minimum germination percentage required for soybean seeds to pass the seed germination test for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_seed_sowing_spacing SeedSpacing sowing_time': 'Kharif season', 'Crop needs_seed_sowing_spacing SeedSpacing value': '30 cm x 10 cm', 'Crop needs_seed_sowing_spacing SeedSpacing depth': '3-4 cm', 'Crop needs_seed_sowing_spacing SeedSpacing method': 'Dibbling'}""]",Seeds should have more than 80% germination.,reasoning,[{}],True
Why are harvesting guidelines important for soybean crops and how does seed moisture at physiological maturity relate to optimum harvesting time?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': 'As per crop requirement', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'At critical growth stages like seedling, flowering and pod filling'}""]","Harvesting guidelines are important for soybean crops because they help prevent yield loss due to shattering and seed viability loss due to field weathering. The initiation of the change of pod color, which indicates physiological maturity, is the right time to harvest soybean. At this time, the moisture percentage of soybean seed is around 14-16%, which is considered optimum for harvesting.",reasoning,[{}],True
"What type of soil is best for growing soybeans, rich in organic matter and well-drained, while avoiding clayey soil?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_soil_requirements SoilRequirements soil_type_name': 'Loamy, Sandy', 'Crop has_soil_requirements SoilRequirements avoid_soil_type': 'Clayey', 'Crop has_soil_requirements SoilRequirements for_water': 'Well-drained soil', 'Crop has_soil_requirements SoilRequirements for_nutrients': 'Rich in organic matter'}""]","Loamy and sandy soil is best for growing soybeans, as it is rich in organic matter and well-drained. Clayey soil should be avoided for soybean cultivation.",reasoning,[{}],True
Which growing zone is best for RVS-18 soybean crop?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RVS-18'}""]",Central Zone,reasoning,[{}],True
When and what should be the moisture content of soybean crops at harvest?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '60-80', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue unitText': 'kg/ha'}""]",The moisture content of the seeds should be around 10-12% at harvest.,reasoning,[{}],True
"What is the name of the crop recommended for sowing in the Central Zone between January 1, 2017, and December 31, 2017, with a variety called ""RVS 2002RVS -4""?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RVS 2002RVS -4', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2017-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2017-12-31'}""]",Soybean,reasoning,[{}],True
What is the recommended minimum germination percentage for soybean seeds and why is it important for yield? When should soybean harvesting begin and what is the ideal moisture percentage of the seeds at that time? What are the guidelines for storing soybean seeds in terms of storage conditions and stacking limits?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",reasoning,[{}],True
"What crop has no applicable requirements for seed germination, harvesting, storage, and weed management?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop weed_management_needs_are WeedManagement weed_name': 'N/A'}""]",Soybean,reasoning,[{}],True
"What is the name of the crop with the following characteristics: seeds with >80% germination, harvest when 85-90% pods turn brown and hard, store in cool and dry place, grown in Central India, requires 20 Kg/ha nitrogen fertilizer applied at sowing?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'Nitrogen', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '20 Kg per hectare', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At the time of sowing'}""]",Soybean,reasoning,[{}],True
What are the stages of weed management in soybean cultivation and the recommended herbicides for each stage?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Broadleaf weeds, Grasses', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList name': 'Pendimethalin, Imazethapyr, Diclosulum, Sulfentrazone, Chlomozone, Flumioxazin, Metolachlor, Metribuzin, Pyroxasulfone, Chlorimuron ethyl, Bentazone, Imazethapyr, Quizalofop-ethyl, Fenoxaprop-p-ethyl, Fluazifop-p-butyl, Haloxyfop R Methyl, Propaquizafop, Fluthiacet methyl, Fluazifop-p-butyl + Fomesafen, Imazethapyr + Imazamox, Propaquizafop + Imazethapyer, Sodium Aceflourofen + ClodinafopPropargyl', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList quantity': 'Varies depending on the herbicide', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList stage': 'Pre-plant, Pre-emergence, Post-emergence'}""]","The stages of weed management in soybean cultivation are pre-plant, pre-emergence, and post-emergence. The recommended herbicides for each stage vary depending on the herbicide. Some of the recommended herbicides include Pendimethalin, Imazethapyr, Diclosulum, Sulfentrazone, Chlomozone, Flumioxazin, Metolachlor, Metribuzin, Pyroxasulfone, Chlorimuron ethyl, Bentazone, Imazethapyr, Quizalofop-ethyl, Fenoxaprop-p-ethyl, Fluazifop-p-butyl, Haloxyfop R Methyl, Propaquizafop, Fluthiacet methyl, Fluazifop-p-butyl + Fomesafen, Imazethapyr + Imazamox, Propaquizafop + Imazethapyer, Sodium Aceflourofen + ClodinafopPropargyl.",reasoning,[{}],True
"Why should soybean be stored in a cool and dry place, considering germination test requirements, harvesting guidelines, and seed fungicide requirements?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_seed_fungicide_requirements Fungicide name': 'Thiram or Carbendazim', 'Crop has_seed_fungicide_requirements Fungicide quantity': '2 g per Kg of seeds'}""]","Soybean should be stored in a cool and dry place to maintain its quality and prevent moisture damage. This is important considering the germination test requirements, as seeds with more than 80% germination need to be preserved properly. Additionally, the harvesting guidelines recommend harvesting when 85-90% of the pods turn brown and hard, indicating that the crop is mature and ready for storage. Storing soybean in a cool and dry place also helps prevent the growth of fungi, which is why fungicides like Thiram or Carbendazim are recommended for seed treatment. Overall, storing soybean in a cool and dry place ensures optimal seed quality and reduces the risk of damage or fungal infestation.",reasoning,[{}],True
"What is the name of the crop that requires seeds with a germination rate of at least 80%, should be harvested when 85-90% pods have turned brown and lost their green color, and needs weed management for broadleaf weeds and grasses?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Broadleaf weeds, Grasses', 'Crop weed_management_needs_are weed_types': 'Echinochloa'}""]",Soybean,reasoning,[{}],True
"What is the recommended growing zone for ""Soybean"" variety ""MAUS 158"" with an early sowing time from January 1, 2010 to December 31, 2010?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'MAUS 158', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2010-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2010-12-31'}""]",Central Zone,reasoning,[{}],True
What is the minimum germination percentage for soybean seeds to pass the germination test?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.'}""]",Seeds should have more than 80% germination.,reasoning,[{}],True
"Which Indian state has a suitable growing zone for ""Soybean"" variety ""JS 95-60""?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 95-60'}""]",Madhya Pradesh,reasoning,[{}],True
"Which pesticide, for YMV control in Soybean crops, requires 25 ml/kg of seed?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_name': 'YELLOW MOSAIC VIRUS (YMV)', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Imidacloprid 48 FS', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '25 milliliters per kilogram of seed', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'N/A'}""]",Imidacloprid 48 FS,reasoning,[{}],True
"What weed management needs should be addressed for sedges in soybean crops, considering the guidelines for seed germination, harvesting, and storage?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Various', 'Crop weed_management_needs_are weed_types': 'Sedges'}""]","The weed management needs for sedges in soybean crops should be addressed by following the guidelines for seed germination, harvesting, and storage. These guidelines include checking the germination status of seed before sowing, ensuring minimum 70% germination for optimum plant population and yield, harvesting at the right time to avoid yield loss and seed viability loss, and storing the soybean bags in a cool, aerated, and insect-free place.",reasoning,[{}],True
"What are the guidelines for growing Soybean in Central India, including seed germination tests, harvesting, storage, and fertilizer application?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'Nitrogen', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '20 Kg per hectare', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At the time of sowing'}""]","Soybean seeds should have more than 80% germination. Harvest soybean when 85-90% pods turn brown and hard. Store soybean in a cool and dry place. For growing soybean in Central India, it is recommended to apply 20 Kg of Nitrogen fertilizer per hectare at the time of sowing.",reasoning,[{}],True
What are the symptoms of RUST disease in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_disease_treatements DiseaseTreatements disease_name': 'RUST', 'Crop needs_disease_treatements DiseaseTreatements disease_symptoms': 'Chlorotic gray brown spots appear on the leaves, abundantly on lower surface. Slowly spots increase in size to form pustules. Eventually, leaves turn brown within short time causing early defoliation and reduction in number of pods, seeds and seed weight. Presence of loose brown powder owing to rupture of pustules is a characteristic symptom.'}""]","Chlorotic gray brown spots appear on the leaves, abundantly on lower surface. Slowly spots increase in size to form pustules. Eventually, leaves turn brown within short time causing early defoliation and reduction in number of pods, seeds and seed weight. Presence of loose brown powder owing to rupture of pustules is a characteristic symptom.",reasoning,[{}],True
Why do farmers need to check soybean seed germination before sowing and how does it impact plant population and yield?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_land_preperation_requirements LandPreparation instructions': 'Deep ploughing is essential during summer, after harvesting the Rabi crop. This facilitates exposing the hibernating insects to extreme heat and predatory birds as well as movement of nutrients and infiltration of soil water.', 'Crop has_land_preperation_requirements LandPreparation with_soil_moisture': 'Moisture content should be optimum for good germination'}""]",Farmers are advised to check the germination status of soybean seeds before sowing to ensure optimum plant population and good yield. Minimum 70% germination is essential for achieving these goals.,reasoning,[{}],True
What is the recommended minimum germination percentage for soybean seeds and why is it important for yield? When should soybean harvesting begin and what is the moisture percentage of the seeds at that time? What are the guidelines for storing soybean seeds in terms of storage conditions and stacking limits?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",reasoning,[{}],True
"What are the symptoms of the ""Tobacco caterpillar"" pest on soybean crops?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Tobacco caterpillar', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Defoliation, webbing and frass', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Quinalphos', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '2 ml per litre of water', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'Larval stage'}""]","Defoliation, webbing and frass",reasoning,[{}],True
